state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county
az,sphere,600,10 minutes,33.0580556,-112.04694440000002,7,6,20:35,2013,maricopa,pinal county
ca,oval,180,3 minutes,33.1580556,-117.3497222,7,6,20:55,2013,carlsbad,san diego county
oh,cylinder,300,3-5 minutes,39.7155556,-82.9530556,7,6,21:00,2013,ashville,pickaway county
nj,formation,120,2 minutes,39.9388889,-74.19333329999999,7,6,21:00,2013,beachwood,ocean county
oh,teardrop,300,5 minutes,39.9611111,-82.99888890000001,7,6,21:00,2013,columbus,franklin county
oh,formation,180,3 minutes,39.8813889,-83.0930556,7,6,21:00,2013,grove city,franklin county
il,light,900,15 minutes,41.3275000,-89.1288889,7,6,21:00,2013,peru,lasalle county
al,circle,720,12 minutes,33.4052778,-86.81138890000001,7,6,21:10,2013,hoover,jefferson county
oh,light,240,3-4 minutes,39.9611111,-82.99888890000001,7,6,21:20,2013,columbus,franklin county
oh,light,240,3-4 minutes,39.9611111,-82.99888890000001,7,6,21:20,2013,columbus,franklin county
oh,light,600,10 minutes,39.9611111,-82.99888890000001,7,6,21:20,2013,columbus,franklin county
nj,oval,45,45 seconds,39.9338889,-74.89138890000001,7,6,21:30,2013,mt. laurel,burlington county
nj,oval,120,few minutes,40.4147222,-74.36583329999999,7,6,21:30,2013,old bridge,middlesex county
or,light,600,10 minutes,45.5236111,-122.675,7,6,21:30,2013,portland,multnomah county
fl,fireball,120,2 minutes,27.7705556,-82.67944440000001,7,6,21:30,2013,st. petersburg,pinellas county
ar,circle,300,5 minutes,36.0683333,-90.9558333,7,6,21:30,2013,walnut ridge,lawrence county
oh,circle,300,4-5 minutes,39.9611111,-82.99888890000001,7,6,21:40,2013,columbus,franklin county
oh,circle,300,5 minutes,39.8783333,-82.8838889,7,6,21:40,2013,groveport,franklin county
ma,circle,1200,20 minutes,42.1013889,-72.5902778,7,6,21:40,2013,springfield,hampden county
ky,circle,300,5 minutes,36.9902778,-86.4436111,7,6,21:45,2013,bowling green,warren county
oh,unknown,45,45 seconds,39.9611111,-82.99888890000001,7,6,21:45,2013,columbus,franklin county
ky,light,70,70 seconds,38.2541667,-85.7594444,7,6,21:45,2013,louisville,jefferson county
oh,light,240,4 minutes,39.8427778,-82.8047222,7,6,21:49,2013,canal winchester,franklin county
oh,changing,240,4 minutes,39.9611111,-82.99888890000001,7,6,21:50,2013,columbus,franklin county
oh,formation,120,2 minutes,39.8813889,-83.0930556,7,6,21:50,2013,grove city,franklin county
oh,unknown,120,1-2 minutes,39.8813889,-83.0930556,7,6,21:50,2013,grove city,franklin county
oh,triangle,300,5 minutes,39.9611111,-82.99888890000001,7,6,21:55,2013,columbus,franklin county
oh,triangle,300,1-5 minutes,39.9955556,-82.6744444,7,6,21:55,2013,pataskala,licking county
wa,oval,180,3 minutes,47.5675000,-122.63138889999999,7,6,22:00,2013,bremerton,kitsap county
mn,triangle,300,5 minutes-intervals,44.5291667,-94.7205556,7,6,22:00,2013,fairfax,renville county
ct,circle,420,5-7 minutes,41.5769444,-73.40888890000001,7,6,22:00,2013,new milford,litchfield county
ny,fireball,40,40 seconds,40.7141667,-74.0063889,7,6,22:00,2013,new york city,new york county
oh,sphere,120,2 minutes,41.0241667,-80.615,7,6,22:00,2013,poland,mahoning county
ma,flash,300,5 minutes,42.1013889,-72.5902778,7,6,22:00,2013,springfield,hampden county
ma,light,300,~5 minutes,42.1013889,-72.5902778,7,6,22:00,2013,springfield,hampden county
pa,circle,300,5 mins,39.8494444,-75.35611109999999,7,6,22:00,2013,west chester,chester county
ma,light,60,1 minute,42.0750000,-72.03388890000001,7,6,22:01,2013,southbridge,worcester county
vt,light,240,3-4 minutes,43.1875000,-72.4894444,7,6,22:05,2013,rockingham,windham county
pa,light,45,45 seconds,40.1633333,-76.39527779999999,7,6,22:10,2013,manheim,lancaster county
mo,light,900,15 minutes,38.9800000,-92.56388890000001,7,6,22:10,2013,rocheport,boone county
nh,circle,600,5-10 minutes,43.4441667,-71.6477778,7,6,22:15,2013,franklin,merrimack county
pa,fireball,480,8 minutes,40.4405556,-79.9961111,7,6,22:20,2013,pittsburgh,allegheny county
ny,light,180,2-3 minutes,40.7141667,-74.0063889,7,6,22:25,2013,new york city,new york county
nh,formation,480,~8 minutes,43.5911111,-71.7372222,7,6,22:30,2013,bristol,grafton county
ny,circle,300,5:00,42.9055556,-74.57222220000001,7,6,22:30,2013,canajoharie,montgomery county
pa,circle,20,:20,39.9469444,-75.2925,7,6,22:30,2013,drexel hill,delaware county
va,unknown,30,30 seconds,37.0297222,-76.3455556,7,6,22:30,2013,hampton,hampton city
mt,light,240,3-4 minutes,48.1958333,-114.31194440000002,7,6,22:30,2013,kalispell,flathead county
ma,fireball,20,20 seconds,42.7761111,-71.07777779999999,7,6,22:40,2013,haverhill,essex county
ga,sphere,120,2 minutes,33.8755556,-84.76222220000001,7,6,22:45,2013,hiram,paulding county
oh,circle,180,3 minutes,41.2736111,-82.8416667,7,6,22:48,2013,bellevue,sandusky county
oh,unknown,240,4 minutes,41.0988889,-81.02305559999999,7,6,22:55,2013,diamond,portage county
pa,unknown,15,15 seconds,40.1527778,-76.6030556,7,6,22:55,2013,elizabethtown,lancaster county
ut,triangle,45,30-45 seconds,39.9530556,-111.9,7,6,23:00,2013,goshen,utah county
ma,light,420,5-7 minutes,42.1305556,-71.54166670000001,7,6,23:00,2013,hopedale,worcester county
mo,light,600,10 minutes,37.0841667,-94.5130556,7,6,23:00,2013,joplin,jasper county
ar,circle,60,60 seconds,36.3352778,-92.385,7,6,23:00,2013,mountain home,baxter county
wa,triangle,25,20-25 seconds,48.1183333,-123.42944440000001,7,6,23:00,2013,port angeles,clallam county
mi,fireball,120,two minutes,44.7630556,-85.6205556,7,6,23:00,2013,traverse city,grand traverse county
oh,fireball,60,1 minute,41.9058333,-80.6905556,7,6,23:13,2013,north kingsville,ashtabula county
az,fireball,20,20 seconds,33.3527778,-111.78833329999999,7,6,23:30,2013,gilbert,maricopa county
md,circle,120,2 minutes,39.4141667,-77.4108333,7,6,23:37,2013,frederick,frederick county
in,formation,60,1 minute,39.7683333,-86.1580556,7,6,23:40,2013,indianapolis,marion county
va,fireball,900,15 minutes,38.5336111,-77.8086111,7,7,00:00,2013,remington,fauquier county
ca,fireball,180,3 minutes (??),32.7152778,-117.1563889,7,7,00:44,2013,san diego,san diego county
fl,light,60,1 minute,28.5997222,-81.3394444,7,7,08:30,2013,winter park,orange county
sc,circle,10,10 seconds,33.9997222,-79.19972220000001,7,7,10:00,2013,aynor,horry county
nh,sphere,300,5 minutes,42.9955556,-71.45527779999999,7,7,12:20,2013,manchester,hillsborough county
ma,disk,120,2 minutes,42.5875000,-72.6,7,7,15:00,2013,greenfield,franklin county
mi,circle,120,2 minutes,42.3086111,-83.48222220000001,7,7,19:00,2013,canton,wayne county
al,formation,120,2 minutes,34.9288889,-86.9738889,7,7,20:30,2013,elkmont,limestone county
ny,circle,120,1-2 minutes,40.6866667,-73.37388890000001,7,7,20:59,2013,lindenhurst,suffolk county
la,fireball,600,10 minutes,30.4505556,-91.1544444,7,7,21:00,2013,baton rouge,east baton rouge parish
ct,flash,8,5-8 seconds,41.1175000,-73.4083333,7,7,21:00,2013,norwalk,fairfield county
ky,circle,120,2 minutes,37.0833333,-88.6,7,7,21:00,2013,paducah,mccracken county
nj,light,300,5 minutes,40.3916667,-74.3988889,7,7,21:05,2013,spotswood,middlesex county
il,formation,90,1:30,41.7827778,-87.8780556,7,7,21:30,2013,countryside,cook county
wv,unknown,120,2 minutes,38.3497222,-81.6327778,7,7,21:50,2013,charleston,kanawha county
wi,circle,900,15 minutes,42.9597222,-87.86138890000001,7,7,22:00,2013,cudahy,milwaukee county
or,circle,120,2 minutes,44.0463889,-123.02083329999999,7,7,22:00,2013,springfield,lane county
or,sphere,60,60 seconds,45.8641667,-122.8052778,7,7,22:00,2013,st. helens,columbia county
tx,unknown,180,2-3 minutes,27.8775000,-97.2113889,7,7,22:10,2013,ingleside,san patricio county
il,circle,180,3 minutes,41.5061111,-87.6355556,7,7,22:15,2013,chicago heights,cook county
nj,light,40,20-40 seconds,39.6619444,-74.1655556,7,7,22:30,2013,surf city,ocean county
nc,sphere,480,8 minutes,34.0666667,-78.5266667,7,7,23:00,2013,ash,brunswick county
fl,circle,120,2 minutes,26.9616667,-82.3527778,7,7,23:00,2013,englewood,sarasota county
wa,disk,60,<1 minute,45.7811111,-122.5322222,7,7,23:30,2013,battle ground,clark county
va,disk,3,3 seconds,37.5536111,-77.46055559999999,7,7,23:45,2013,richmond,richmond city
pa,unknown,600,10 minutes,40.3355556,-75.9272222,7,8,00:00,2013,reading,berks county
mt,changing,7200,2 hours,48.3883333,-115.555,7,8,01:00,2013,libby,lincoln county
nj,fireball,7200,2 hours,39.3641667,-74.4233333,7,8,02:15,2013,atlantic city,atlantic county
me,disk,60,1 minute,43.6613889,-70.25583329999999,7,8,04:45,2013,portland,cumberland county
pa,light,180,3 minutes,40.0380556,-75.22277779999999,7,8,11:20,2013,roxborough,philadelphia county
nj,fireball,240,2-4 minutes,39.8647222,-75.0555556,7,8,21:30,2013,barrington,camden county
oh,circle,240,4 minutes,39.5522222,-84.2333333,7,8,22:00,2013,springboro,warren county
mn,circle,600,10 minutes,44.9483333,-93.34777779999999,7,8,22:00,2013,st. louis park,hennepin county
md,circle,2,few seconds,38.3363889,-75.0852778,7,8,22:15,2013,ocean city,worcester county
ky,other,120,2 minutes,37.1536111,-83.7619444,7,8,22:30,2013,manchester,clay county
fl,rectangle,60,1 minute,28.6000000,-81.6741667,7,8,22:46,2013,montverde,lake county
wa,light,2400,30-40 minutes,47.6063889,-122.33083329999998,7,8,22:55,2013,seattle,king county
fl,fireball,60,1 minute,27.8658333,-82.3266667,7,8,23:00,2013,riverview,hillsborough county
ca,circle,2,2 seconds,38.5816667,-121.49333329999999,7,8,23:00,2013,sacramento,sacramento county
tn,triangle,10800,>3 hours,35.9250000,-86.8688889,7,9,01:01,2013,franklin,williamson county
nj,circle,30,30 seconds,39.9536111,-74.1983333,7,9,02:00,2013,toms river,ocean county
ok,cigar,15,10-15 seconds,35.2225000,-97.4391667,7,9,14:53,2013,norman,cleveland county
ca,cigar,600,10 minutes,33.8847222,-118.41,7,9,17:30,2013,manhattan beach,los angeles county
md,other,8,.08,38.3363889,-75.0852778,7,9,21:00,2013,ocean city,worcester county
nc,sphere,180,3 minutes,36.0644444,-75.70611109999999,7,9,21:10,2013,kitty hawk,dare county
az,light,1350,22:30,33.3702778,-112.58305559999998,7,9,21:30,2013,buckeye,maricopa county
fl,sphere,10,10 seconds,25.4683333,-80.4777778,7,9,21:30,2013,homestead,miami-dade county
wa,flash,600,10 minutes,48.7597222,-122.48694440000001,8,10,01:00,2013,bellingham,whatcom county
la,light,600,10 minutes,30.9530556,-92.1825,8,10,01:00,2013,bunkie,avoyelles parish
ma,oval,180,3 minutes,42.1236111,-72.4319444,8,10,01:00,2013,wilbraham,hampden county
wa,light,20,15-20 seconds,47.6063889,-122.33083329999998,8,10,03:30,2013,seattle,king county
mi,triangle,30,30 seconds,42.8091667,-82.75583329999999,8,10,04:00,2013,richmond,macomb county
ks,other,3600,50-60 minutes,38.9822222,-94.6705556,8,10,07:30,2013,overland park,johnson county
ma,disk,1,~1 second,41.9186111,-70.5666667,8,10,07:34,2013,manomet,plymouth county
md,fireball,1500,20-25 minutes,39.3638889,-76.4525,8,10,08:30,2013,nottingham,baltimore county
tx,fireball,1.5,1.5 seconds,30.2669444,-97.7427778,8,10,09:00,2013,austin,travis county
wa,circle,1200,20 minutes,46.6022222,-120.5047222,8,10,09:30,2013,yakima,yakima county
mi,fireball,60,1:00,42.4775000,-83.0277778,8,10,12:00,2013,warren,macomb county
il,formation,1.75,1.75 seconds,41.8800000,-88.0077778,8,10,19:00,2013,lombard,dupage county
wi,formation,600,10 minutes,43.0608333,-88.40361109999999,8,10,19:45,2013,delafield,waukesha county
ca,oval,180,3 minutes,38.5816667,-121.49333329999999,8,10,20:24,2013,sacramento,sacramento county
wi,light,180,3 minutes,42.9597222,-87.86138890000001,8,10,21:00,2013,cudahy,milwaukee county
wi,light,300,5 minutes,42.9608333,-89.4697222,8,10,21:00,2013,fitchburg,dane county
wi,chevron,5,5 seconds,42.4983333,-88.3280556,8,10,21:00,2013,genoa city,walworth county
mo,rectangle,20,10-20 seconds,38.8105556,-90.69972220000001,8,10,21:23,2013,o'fallon,st. charles county
oh,triangle,900,15 minutes,39.9611111,-82.99888890000001,8,10,21:30,2013,columbus,franklin county
tx,fireball,30,30 seconds,29.7630556,-95.3630556,8,10,21:30,2013,houston,harris county
pa,fireball,900,15 minutes,40.2100000,-75.5702778,8,10,21:30,2013,linfield,montgomery county
ar,teardrop,900,~15 minutes,33.6288889,-91.7908333,8,10,21:30,2013,monticello,drew county
nc,disk,20,20 seconds,33.9133333,-78.3041667,8,10,21:34,2013,holden beach,brunswick county
pa,circle,360,4-6 minutes,41.0758333,-77.58888890000001,8,10,21:50,2013,beech creek,clinton county
ny,oval,120,2 minutes,41.3972222,-73.6175,8,10,22:00,2013,brewster,putnam county
nh,circle,30,30 seconds,43.5911111,-71.7372222,8,10,22:00,2013,bristol,grafton county
mt,light,60,~1 minute each,46.0038889,-112.5338889,8,10,22:00,2013,butte,silver bow county
id,sphere,120,2 minutes,48.4797222,-116.8483333,8,10,22:00,2013,coolin,bonner county
mn,light,16200,4.5 hours,46.7833333,-92.10638890000001,8,10,22:00,2013,duluth,st. louis county
oh,fireball,300,5 minutes,41.1383333,-81.8638889,8,10,22:00,2013,medina,medina county
wi,light,2,seconds,43.7508333,-87.7144444,8,10,22:00,2013,sheboygan,sheboygan county
pa,fireball,1200,20 minutes,40.8336111,-75.7141667,8,10,22:15,2013,lehighton,carbon county
nc,fireball,600,5-10 minutes,34.6777778,-76.95111109999999,8,10,22:20,2013,emerald isle,carteret county
oh,sphere,240,4 minutes,39.7588889,-84.1916667,8,10,22:30,2013,dayton,montgomery county
mo,formation,120,~2 minutes,38.6272222,-90.1977778,8,10,22:48,2013,st. louis,st. louis city
va,triangle,60,1 minute,38.9011111,-77.2655556,8,10,23:00,2013,vienna,fairfax county
me,light,180,3 minutes,44.0977778,-70.2316667,8,10,23:10,2013,auburn,androscoggin county
oh,circle,180,2-3 minutes,39.3544444,-84.1272222,8,10,23:40,2013,morrow,warren county
me,oval,600,10 minutes,44.7527778,-68.67944440000001,8,11,00:15,2013,holden,penobscot county
me,circle,300,5 minutes,44.8333333,-68.3647222,8,11,00:30,2013,amherst,hancock county
ma,rectangle,3600,>1 hour,42.1194444,-71.3255556,8,11,00:30,2013,norfolk,norfolk county
tx,circle,3,2-3 seconds,30.6325000,-97.6769444,8,11,01:00,2013,georgetown,williamson county
nc,other,14400,4 hours,35.4447222,-78.4272222,8,11,04:00,2013,four oaks,johnston county
nj,disk,1200,20 minutes,40.1783333,-74.0222222,8,11,09:00,2013,belmar,monmouth county
me,triangle,180,3 minutes,43.3838889,-70.5452778,8,11,09:20,2013,kennebunk,york county
ct,unknown,180,3 minutes,41.2222222,-73.0569444,8,11,12:00,2013,milford,new haven county
tx,circle,1200,10-20 minutes,29.4950000,-99.71222220000001,8,11,16:00,2013,concan,uvalde county
mt,light,60,60 seconds,45.6797222,-111.03777779999999,8,11,21:50,2013,bozeman,gallatin county
oh,fireball,300,5 minutes,39.0519444,-82.6366667,8,11,22:00,2013,jackson,jackson county
oh,fireball,420,7 minutes,39.0519444,-82.6366667,8,11,22:00,2013,jackson,jackson county
oh,light,90,1.5 minutes,39.2688889,-84.26388890000001,8,11,22:00,2013,loveland,hamilton county
ca,other,480,8 minutes,37.3394444,-121.8938889,8,11,22:10,2013,san jose,santa clara county
ks,triangle,60,1 minute,37.6922222,-97.33722220000001,8,11,22:30,2013,wichita,sedgwick county
fl,light,60,1 minute,28.0833333,-80.6083333,8,11,22:40,2013,melbourne,brevard county
oh,fireball,120,2 minutes,39.8775000,-84.3022222,8,11,23:00,2013,englewood,montgomery county
nd,diamond,7,7 seconds,47.2944444,-101.62222220000001,8,11,23:30,2013,hazen,mercer county
nj,diamond,10,10 seconds,39.7172222,-74.9697222,8,11,23:30,2013,sicklerville,camden county
vt,circle,2700,45 minutes,43.4172222,-73.2047222,8,1,00:15,2013,wells,rutland county
ct,unknown,30,30 seconds,41.5791667,-73.4961111,8,1,00:30,2013,sherman,fairfield county
ok,formation,300,5 minutes,36.1538889,-95.9925,8,1,01:30,2013,tulsa,tulsa county
tx,light,1,1 second,32.8577778,-97.2544444,8,1,02:00,2013,watauga,tarrant county
al,other,600,10 minutes,33.3486111,-87.0141667,8,1,03:00,2013,mccalla,jefferson county
va,other,600,10 minutes,36.5858333,-79.39527779999999,8,1,03:05,2013,danville,danville city
ca,unknown,600,10 minutes,33.7797222,-116.46444440000002,8,1,20:00,2013,cathedral city,riverside county
ca,sphere,3,3 seconds,37.7750000,-122.41833329999999,8,1,20:14,2013,san francisco,san francisco county
az,light,1350,22:30,33.3702778,-112.58305559999998,8,1,21:15,2013,buckeye,maricopa county
de,circle,300,5 minutes,38.5394444,-75.0555556,8,1,21:20,2013,bethany beach,sussex county
md,sphere,180,3 minutes,38.2366667,-76.4975,8,1,22:00,2013,great mills,st. mary's county
ca,triangle,7,7 seconds,34.4263889,-117.3,8,1,22:00,2013,hesperia,san bernardino county
id,sphere,120,2 minutes,47.6777778,-116.77944440000002,8,1,22:15,2013,coeur d'alene,kootenai county
la,circle,35,35 seconds,32.0497222,-92.1091667,8,1,22:15,2013,grayson,caldwell parish
mn,light,1200,20 minutes,45.8322222,-93.42611109999999,8,1,22:45,2013,ogilvie,kanabec county
fl,unknown,1800.0,30 minutes,26.448611100000004,-82.0225,8,12,00:00,2013,sanibel,lee county
wa,circle,30.0,30 seconds,46.0647222,-118.34194440000002,8,12,00:00,2013,walla walla,walla walla county
ca,chevron,3.0,3 seconds,38.67805560000001,-121.175,8,12,00:45,2013,folsom,sacramento county
tx,sphere,1800.0,30 minutes,30.775,-94.4152778,8,12,00:45,2013,woodville,tyler county
co,light,18000.0,5+ hours,39.868055600000005,-104.9713889,8,12,01:00,2013,thornton,adams county
nc,light,600.0,8-10 minutes,35.3163889,-81.1763889,8,12,02:50,2013,dallas,gaston county
oh,light,1800.0,30 minutes,39.506944399999995,-84.7452778,8,12,04:30,2013,oxford,butler county
ny,changing,7200.0,2 hours,43.1008333,-75.2330556,8,12,05:00,2013,utica,oneida county
nm,circle,8.0,~8 seconds,34.186111100000005,-103.3338889,8,12,09:23,2013,portales,roosevelt county
vt,changing,120.0,2 minutes,44.5038889,-72.9980556,8,12,11:15,2013,jericho,chittenden county
ca,circle,50.5,1/250 second,34.0336111,-117.04222220000001,8,12,12:30,2013,yucaipa,san bernardino county
il,egg,180.0,3 minutes,42.088333299999995,-87.9805556,8,12,13:00,2013,arlington heights,cook county
nc,cylinder,1200.0,20 minutes,36.0725,-79.79222220000001,8,12,18:30,2013,greensboro,guilford county
mi,fireball,1.0,second,42.12,-85.53277779999999,8,12,19:00,2013,vicksburg,kalamazoo county
il,fireball,180.0,3 minutes,37.89944439999999,-89.0519444,8,12,21:00,2013,zeigler,franklin county
ca,cylinder,3.0,3 seconds,36.6777778,-121.65444440000002,8,12,21:08,2013,salinas,monterey county
wa,circle,600.0,10 minutes,46.82194439999999,-123.095,8,12,21:15,2013,rochester,thurston county
wy,light,10.0,10 seconds,44.5891667,-104.6961111,8,12,21:30,2013,devils tower,crook county
oh,fireball,30.0,:30,41.7386111,-80.77,8,12,21:30,2013,jefferson,ashtabula county
ca,triangle,1200.0,20 minutes,38.8916667,-121.29194440000002,8,12,21:30,2013,lincoln,placer county
ny,triangle,2.0,seconds,44.92805560000001,-74.8922222,8,12,21:30,2013,massena,st. lawrence county
in,fireball,900.0,15 minutes,39.4805556,-86.055,8,12,22:00,2013,franklin,johnson county
ca,sphere,180.0,3 minutes,36.3275,-119.6447222,8,12,22:00,2013,hanford,kings county
mi,light,180.0,3 minutes,42.014444399999995,-86.5194444,8,12,22:25,2013,stevensville,berrien county
wi,triangle,90.0,90 seconds,43.1788889,-88.1172222,8,12,23:00,2013,menomonee falls,waukesha county
wi,triangle,90.0,90 seconds,43.1788889,-88.1172222,8,12,23:00,2013,menomonee  falls,waukesha county
wa,light,60.0,1 minute,47.3225,-122.3113889,8,12,23:20,2013,federal way,king county
wi,diamond,360.0,6 minutes,45.7444444,-88.4241667,8,12,24:00,2013,fence,florence county
ma,triangle,3600.0,1 hour,42.4791667,-71.1527778,8,13,01:00,2013,woburn,middlesex county
ca,circle,6.0,6 seconds,32.7152778,-117.1563889,8,13,01:50,2013,san diego,san diego county
ma,unknown,5400.0,1.5 hours,42.5833333,-71.80277779999999,8,13,02:00,2013,fitchburg,worcester county
nv,changing,7200.0,2 hours,36.175,-115.1363889,8,13,02:00,2013,las vegas,clark county
ca,formation,2700.0,45 minutes,32.7152778,-117.1563889,8,13,02:00,2013,san diego,san diego county
il,unknown,60.0,~1 minute,42.3333333,-88.2666667,8,13,02:30,2013,mchenry,mchenry county
wa,triangle,120.0,a few minutes,47.415833299999996,-120.29194440000002,8,13,03:00,2013,east wenatchee,douglas county
mi,circle,60.0,1 minute,42.7222222,-84.4275,8,13,08:10,2013,okemos,ingham county
ct,other,240.0,4 minutes,41.4813889,-73.2136111,8,13,16:00,2013,southbury,new haven county
hi,light,3600.0,1 hour,21.5027778,-158.0236111,8,13,18:00,2013,wahiawa,honolulu county
hi,light,3600.0,1 hour,21.5027778,-158.0236111,8,13,18:00,2013,wahiawa,honolulu county
tx,light,180.0,3 minutes,29.763055600000005,-95.3630556,8,13,18:30,2013,houston,harris county
fl,disk,40.0,40 seconds,28.538055600000003,-81.3794444,8,13,19:25,2013,orlando,orange county
ga,fireball,120.0,~2 minutes,32.0,-80.8458333,8,13,21:30,2013,tybee island,chatham county
wa,light,600.0,10 minutes,45.6388889,-122.66027779999999,8,13,21:45,2013,vancouver,clark county
fl,disk,120.0,2 minutes,26.1219444,-80.14361109999999,8,13,22:00,2013,ft. lauderdale,broward county
oh,sphere,30.0,30 seconds,41.1575,-81.2422222,8,13,22:20,2013,ravenna,portage county
wa,light,7200.0,2 hours,47.6741667,-122.1202778,8,13,22:30,2013,redmond,king county
ny,light,900.0,15 minutes,42.9980556,-78.18777779999999,8,13,22:40,2013,batavia,genesee county
or,circle,420.0,7 minutes,45.89194439999999,-123.9602778,8,13,23:00,2013,cannon beach,clatsop county
ia,cigar,2.0,few seconds,42.4975,-94.1677778,8,13,23:30,2013,fort dodge,webster county
ca,light,10.0,10 seconds,37.9255556,-122.5263889,8,13,23:45,2013,corte madera,marin county
in,fireball,10.0,~10 seconds,39.4805556,-86.055,8,14,00:25,2013,franklin,johnson county
wa,flash,120.0,2 minutes,46.82194439999999,-123.095,8,14,00:30,2013,rochester,thurston county
oh,rectangle,180.0,3 minutes,41.718888899999996,-83.7130556,8,14,01:55,2013,sylvania,lucas county
az,light,180.0,3 minutes,33.4483333,-112.07333329999999,8,14,03:33,2013,phoenix,maricopa county
fl,cigar,300.0,5 minutes,24.555277800000002,-81.78277779999999,8,14,04:00,2013,key west,monroe county
fl,light,240.0,<4 minutes,26.1272222,-80.2333333,8,14,05:25,2013,plantation,broward county
ct,sphere,3.0,3 seconds,41.7141667,-72.6530556,8,14,05:30,2013,wethersfield,hartford county
ar,fireball,300.0,5 minutes,35.4777778,-94.2216667,8,14,19:00,2013,alma,crawford county
oh,triangle,600.0,10 minutes,40.7966667,-81.5216667,8,14,19:00,2013,massillon,stark county
me,disk,10.0,10 seconds,44.0952778,-69.37611109999999,8,14,20:15,2013,waldoboro,lincoln county
ms,triangle,300.0,5 minutes,31.5622222,-89.4975,8,14,20:20,2013,seminary,covington county
az,light,300.0,5 minutes,33.3702778,-112.58305559999998,8,14,21:00,2013,buckeye,maricopa county
sc,sphere,120.0,1-2 minutes,33.8158333,-78.6802778,8,14,21:00,2013,north myrtle beach,horry county
ma,triangle,30.0,30 seconds,42.686111100000005,-72.0444444,8,14,21:00,2013,winchendon,worcester county
il,fireball,1800.0,30 minutes,41.6475,-88.0894444,8,14,21:20,2013,romeoville,will county
pa,triangle,600.0,10 minutes,40.6083333,-75.4905556,8,14,21:30,2013,allentown,lehigh county
fl,oval,3600.0,1 hour,26.5216667,-82.1894444,8,14,21:50,2013,captiva,lee county
ca,light,600.0,~10 minutes,35.3733333,-119.01777779999999,8,14,22:30,2013,bakersfield,kern county
ks,triangle,1395.0,23:15,38.8108333,-94.9269444,8,14,22:30,2013,gardner,johnson county
tx,fireball,240.0,4 minutes,29.3777778,-95.1055556,8,14,22:39,2013,santa fe,galveston county
id,light,60.0,1 minute,42.936111100000005,-114.405,8,14,23:10,2013,shoshone,lincoln county
ms,sphere,300.0,5 minutes,34.8258333,-90.22972220000001,8,15,00:14,2013,banks,tunica county
co,formation,300.0,5 minutes,38.8338889,-104.8208333,8,15,00:50,2013,colorado springs,el paso county
md,unknown,15.0,15 seconds,39.6,-75.9416667,8,15,04:40,2013,north east,cecil county
ct,other,5.0,5 seconds,41.4569444,-72.8236111,8,15,07:27,2013,wallingford,new haven county
me,cigar,60.0,1:00,44.6377778,-69.50361109999999,8,15,11:00,2013,clinton,kennebec county
oh,light,120.0,2 minutes,41.1594444,-81.4405556,8,15,12:00,2013,stow,summit county
ga,cylinder,2700.0,30-45 minutes,32.8902778,-84.6811111,8,15,12:11,2013,warm springs,meriwether county
mo,other,60.0,1 minute,39.01694439999999,-94.28138890000001,8,15,14:00,2013,blue springs,jackson county
nc,diamond,180.0,3 minutes,35.474166700000005,-83.315,8,15,15:00,2013,cherokee,swain county
nc,diamond,180.0,3 minutes,35.474166700000005,-83.315,8,15,17:00,2013,cherokee,swain county
ny,circle,1200.0,20 minutes,42.73,-73.7016667,8,15,17:00,2013,watervliet,albany county
al,disk,10.0,10 seconds,30.5227778,-87.9033333,8,15,17:30,2013,fairhope,baldwin county
ms,cylinder,300.0,5 minutes,31.462777799999998,-90.85,8,15,19:00,2013,bude,franklin county
ar,sphere,20.0,20 seconds,34.555555600000005,-92.52111109999998,8,15,19:45,2013,bauxite,saline county
oh,light,300.0,5 minutes,41.499444399999994,-81.69555559999999,8,15,20:15,2013,cleveland,cuyahoga county
az,cylinder,900.0,15 minutes,33.5091667,-111.89833329999999,8,15,20:20,2013,scottsdale,maricopa county
fl,light,2100.0,35 minutes,28.538055600000003,-81.3794444,8,15,20:30,2013,orlando,orange county
nh,sphere,14.0,12-14 seconds,42.8352778,-71.64944440000001,8,15,20:52,2013,milford,hillsborough county
nj,triangle,600.0,10 minutes,39.101111100000004,-74.7180556,8,15,21:30,2013,avalon,cape may county
tn,unknown,120.0,2 minutes,35.7563889,-83.9705556,8,15,21:30,2013,maryville,blount county
fl,oval,3900.0,65 minutes on and off,26.5216667,-82.1894444,8,15,21:45,2013,captiva,lee county
mi,light,50.0,50 seconds,42.5802778,-83.0302778,8,15,21:45,2013,sterling heights,macomb county
ca,circle,120.0,2 minutes,33.6,-117.6711111,8,15,21:58,2013,mission viejo,orange county
nc,circle,15.0,15 seconds,36.1675,-79.1680556,8,15,22:00,2013,cedar grove,orange county
id,light,60.0,1 minute,47.6777778,-116.77944440000002,8,15,22:00,2013,coeur d'alene,kootenai county
fl,sphere,5.0,5 seconds,27.901111100000005,-81.5861111,8,15,22:00,2013,lake wales,polk county
tx,sphere,5.0,5 seconds,30.508055600000006,-97.6786111,8,15,22:00,2013,round rock,williamson county
ma,disk,60.0,1 minute,42.0583333,-71.25,8,15,22:30,2013,foxboro,norfolk county
wa,light,120.0,2 minutes,47.9505556,-124.38416670000001,8,15,22:55,2013,forks,clallam county
