state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county,Unemployment_rate_2013,Median_Household_Income_2018
il,circle,600.0,10 minutes,40.3133333,-88.97361109999999,7,4,21:30,2013,heyworth,mclean county,6.6,"67,087"
mi,triangle,180.0,3+ minutes,42.6072222,-83.92944440000002,7,4,21:30,2013,howell,livingston county,7.4,"84,048"
ne,circle,1800.0,30 minutes,40.8,-96.66666670000001,7,4,21:30,2013,lincoln,lancaster county,3.5,"58,618"
ny,circle,600.0,10 minutes,43.9727778,-74.42138890000003,7,4,21:30,2013,long lake,hamilton county,9.5,"59,020"
ar,oval,1200.0,20 minutes,34.9569444,-92.4272222,7,4,21:30,2013,mayflower,faulkner county,6.5,"53,882"
ca,sphere,900.0,15 minutes,37.6391667,-120.99583329999999,7,4,21:30,2013,modesto,stanislaus county,12.9,"59,616"
ok,circle,120.0,2 minutes,35.3394444,-97.48638890000001,7,4,21:30,2013,moore,cleveland county,4.3,"62,343"
wv,light,300.0,5 minutes,38.9480556,-81.7611111,7,4,21:30,2013,ravenswood,jackson county,6.9,"48,731"
il,other,420.0,7 minutes,39.8016667,-89.64361109999999,7,4,21:30,2013,springfield,sangamon county,7.5,"62,242"
ks,oval,180.0,2-3 minutes,38.7691667,-94.65611109999999,7,4,21:30,2013,stilwell,johnson county,4.3,"87,087"
il,triangle,300.0,5 minutes,41.5733333,-87.7844444,7,4,21:30,2013,tinley park,cook county,9.6,"63,347"
nj,cylinder,900.0,15 minutes,39.8380556,-75.1530556,7,4,21:38,2013,woodbury,gloucester county,9.0,"81,315"
co,circle,180.0,3 minutes,39.7294444,-104.83138890000001,7,4,21:40,2013,aurora,arapahoe county,6.6,"76,665"
ny,fireball,180.0,hour,42.9033333,-78.755,7,4,21:40,2013,cheektowaga,erie county,7.4,"56,375"
co,formation,300.0,~5 minutes,39.7555556,-105.22055559999998,7,4,21:40,2013,golden,jefferson county,6.3,"85,550"
or,triangle,120.0,2 minutes,46.1852778,-123.5847222,7,4,21:40,2013,knappa,clatsop county,7.8,"53,806"
ky,circle,600.0,10 minutes,36.6102778,-88.3147222,7,4,21:40,2013,murray,calloway county,7.3,"41,873"
co,fireball,150.0,2.5 minutes,39.8366667,-105.03666670000001,7,4,21:40,2013,westminster,adams county,8.1,"70,199"
ny,fireball,120.0,2 minutes,42.7741667,-73.7005556,7,4,21:45,2013,cohoes,albany county,6.1,"64,536"
oh,circle,420.0,5-7 minutes,40.7875,-82.7366667,7,4,21:45,2013,crestline,crawford county,9.2,"44,715"
wi,other,600.0,10 minutes,43.8013889,-91.2394444,7,4,21:45,2013,la crosse,la crosse county,5.3,"60,619"
or,light,600.0,10 minutes,45.3575,-122.60555559999999,7,4,21:45,2013,oregon city,clackamas county,7.1,"81,061"
pa,triangle,300.0,5 minutes,40.4405556,-79.9961111,7,4,21:45,2013,pittsburgh,allegheny county,6.5,"59,881"
co,unknown,240.0,4 minutes,39.8366667,-105.03666670000001,7,4,21:45,2013,westminster,adams county,8.1,"70,199"
ca,light,10.0,~10 seconds,33.4936111,-117.1475,7,4,21:48,2013,temecula,riverside county,9.9,"66,793"
oh,triangle,120.0,2 minutes,40.1983333,-83.0102778,7,4,21:50,2013,lewis center,delaware county,5.3,"103,536"
in,light,900.0,15 minutes,40.7536111,-86.0688889,7,4,21:50,2013,peru,miami county,8.7,"47,624"
fl,light,2760.0,46 minutes,26.5216667,-82.1894444,7,4,21:51,2013,captiva,lee county,7.3,"56,343"
mn,sphere,300.0,5 minutes,44.98,-93.26361109999999,7,4,21:54,2013,minneapolis,hennepin county,4.6,"76,067"
mo,fireball,30.0,30 seconds,37.2152778,-93.2980556,7,4,21:55,2013,springfield,greene county,5.5,"44,799"
id,circle,60.0,~1 min.,43.6136111,-116.2025,7,4,22:00,2013,boise,ada county,5.2,"66,827"
ny,fireball,3600.0,1 hour,42.8863889,-78.87861109999999,7,4,22:00,2013,buffalo,erie county,7.4,"56,375"
il,fireball,180.0,3.minutes,41.85,-87.65,7,4,22:00,2013,chicago,cook county,9.6,"63,347"
ny,light,10.0,10 seconds,40.6813889,-73.4002778,7,4,22:00,2013,copiague,suffolk county,6.6,"100,075"
mn,teardrop,240.0,3-4 minutes,44.8041667,-93.16666670000001,7,4,22:00,2013,eagan,dakota county,4.5,"86,403"
in,unknown,300.0,5 minutes,41.1305556,-85.1288889,7,4,22:00,2013,fort wayne,allen county,7.5,"54,473"
tx,light,720.0,12 minutes,32.8233333,-97.1702778,7,4,22:00,2013,hurst,tarrant county,6.0,"66,059"
wa,oval,1200.0,15-20 minutes,47.9447222,-122.30333329999999,7,4,22:00,2013,mukilteo,snohomish county,5.8,"87,096"
ct,unknown,60.0,>1 minute,41.4858333,-73.05111109999999,7,4,22:00,2013,naugatuck,new haven county,8.5,"67,720"
ne,circle,3600.0,>1 hour,41.1238889,-100.765,7,4,22:00,2013,north platte,lincoln county,3.8,"56,803"
va,fireball,20.0,20 seconds,37.2202778,-77.2883333,7,4,22:00,2013,prince george county,prince george county,7.0,"68,133"
wi,sphere,180.0,3 minutes,42.7261111,-87.78277779999998,7,4,22:00,2013,racine,racine county,8.3,"60,349"
ky,other,180.0,hour,37.7477778,-84.29472220000002,7,4,22:00,2013,richmond,madison county,6.6,"51,897"
ca,oval,600.0,10 minutes,37.9747222,-122.56055559999999,7,4,22:00,2013,san anselmo,marin county,5.2,"122,933"
mn,light,300.0,5 min multiple intervals,44.79805560000001,-93.5266667,7,4,22:00,2013,shakopee,scott county,4.4,"101,427"
mn,light,300.0,5 minutes,44.79805560000001,-93.5266667,7,4,22:00,2013,shakopee,scott county,4.4,"101,427"
pa,light,600.0,10 minutes,40.3272222,-76.01138890000001,7,4,22:00,2013,sinking spring,berks county,7.1,"62,519"
ny,oval,15.0,15 seconds,40.82611110000001,-73.5025,7,4,22:00,2013,syosset,nassau county,5.9,"115,301"
oh,circle,120.0,2 minutes (each),40.0394444,-84.2033333,7,4,22:00,2013,troy,miami county,7.2,"59,922"
pa,fireball,180.0,2-3 minutes,40.2455556,-74.84638890000002,7,4,22:00,2013,yardley,bucks county,6.6,"88,538"
wa,circle,60.0,<60 seconds,47.3075,-122.2272222,7,4,22:07,2013,auburn,king county,5.1,"94,822"
ca,sphere,300.0,5 minutes,37.0511111,-122.0136111,7,4,22:10,2013,scotts valley,santa cruz county,10.3,"84,213"
tx,triangle,300.0,5 minutes,30.1577778,-95.4891667,7,4,22:10,2013,the woodlands,montgomery county,5.4,"77,598"
wa,light,2400.0,40 minutes,47.3075,-122.2272222,7,4,22:15,2013,auburn,king county,5.1,"94,822"
or,fireball,900.0,15 minutes,45.0680556,-122.7988889,7,4,22:15,2013,mount angel,marion county,8.8,"56,408"
ar,unknown,300.0,5 minutes,35.0886111,-92.4419444,7,4,22:18,2013,conway,faulkner county,6.5,"53,882"
fl,fireball,120.0,2 minutes,28.7027778,-81.3386111,7,4,22:24,2013,longwood,seminole county,6.7,"67,187"
in,circle,600.0,10 minutes,41.5833333,-87.5,7,4,22:25,2013,hammond,lake county,9.1,"55,280"
wa,unknown,600.0,10 minutes,47.6063889,-122.33083329999998,7,4,22:25,2013,seattle,king county,5.1,"94,822"
ok,light,120.0,2 minutes,35.3858333,-98.98777779999999,7,4,22:30,2013,bessie,washita county,4.2,"47,484"
ar,light,240.0,3-4 minutes,36.1083333,-91.0972222,7,4,22:30,2013,black rock,lawrence county,8.9,"40,308"
ny,disk,120.0,2 minutes,42.8863889,-78.87861109999999,7,4,22:30,2013,buffalo,erie county,7.4,"56,375"
mi,formation,900.0,15 minutes,42.3222222,-83.1763889,7,4,22:30,2013,dearborn,wayne county,11.5,"46,440"
mi,formation,900.0,15 minutes,42.3222222,-83.1763889,7,4,22:30,2013,dearborn,wayne county,11.5,"46,440"
ca,light,60.0,>1 minute,38.4088889,-121.37055559999999,7,4,22:30,2013,elk grove,sacramento county,8.9,"69,475"
ne,light,1800.0,30 minutess,40.9294444,-100.16027779999999,7,4,22:30,2013,gothenburg,dawson county,3.8,"56,818"
fl,fireball,180.0,3 minutes,28.1875,-82.7397222,7,4,22:30,2013,holiday,pasco county,7.7,"53,788"
ny,circle,30.0,30 seconds,40.68055560000001,-73.4747222,7,4,22:30,2013,massapequa,nassau county,5.9,"115,301"
mn,light,20.0,20 seconds,44.98,-93.26361109999999,7,4,22:30,2013,minneapolis,hennepin county,4.6,"76,067"
ny,circle,120.0,2 minutes,40.94694439999999,-73.03,7,4,22:30,2013,mount sinai,suffolk county,6.6,"100,075"
me,circle,600.0,5-10 minutes,43.5172222,-70.3780556,7,4,22:30,2013,old orchard beach,york county,6.3,"65,984"
wa,chevron,900.0,15 minutes,47.1855556,-122.29166670000001,7,4,22:30,2013,puyallup,pierce county,8.3,"75,022"
wa,light,3600.0,1 hour,47.48305560000001,-122.21583329999999,7,4,22:30,2013,renton,king county,5.1,"94,822"
fl,fireball,300.0,5 minutes,27.8658333,-82.3266667,7,4,22:30,2013,riverview,hillsborough county,6.6,"58,361"
wa,other,600.0,10 minutes,47.91305560000001,-122.09694440000001,7,4,22:30,2013,snohomish,snohomish county,5.8,"87,096"
ok,fireball,60.0,1 minute,35.5227778,-97.3769444,7,4,22:30,2013,spencer,oklahoma county,4.8,"52,346"
mi,light,1200.0,20 minutes,42.1583333,-83.5580556,7,4,22:30,2013,willis,washtenaw county,5.8,"72,267"
ne,other,240.0,4 minutes,40.8,-96.66666670000001,7,4,22:32,2013,lincoln,lancaster county,3.5,"58,618"
mt,fireball,300.0,3-5 minutes,45.7761111,-111.1761111,7,4,22:40,2013,belgrade,gallatin county,4.1,"67,569"
co,light,300.0,5 minutes,39.7391667,-104.98416670000002,7,4,22:40,2013,denver,denver county/city,6.6,"68,069"
ny,sphere,1800.0,30 minutes,40.7258333,-73.51472220000002,7,4,22:40,2013,levittown,nassau county,5.9,"115,301"
tn,light,1200.0,20 minutes,36.5816667,-86.51638890000002,7,4,22:50,2013,portland,sumner county,6.2,"66,171"
wa,sphere,420.0,7 minutes,47.08,-122.05027779999999,7,4,22:54,2013,carbonado,pierce county,8.3,"75,022"
oh,other,3600.0,1 hour,41.1016667,-80.76472220000002,7,4,23:00,2013,austintown,mahoning county,8.5,"48,010"
il,changing,120.0,2 minutes,41.85,-87.65,7,4,23:00,2013,chicago,cook county,9.6,"63,347"
wa,triangle,120.0,2 minutes,47.9791667,-122.20083329999999,7,4,23:00,2013,everett,snohomish county,5.8,"87,096"
wa,triangle,180.0,3 minutes,47.9791667,-122.20083329999999,7,4,23:00,2013,everett,snohomish county,5.8,"87,096"
ct,unknown,120.0,~2 minutes,41.1411111,-73.2641667,7,4,23:00,2013,fairfield,fairfield county,7.3,"91,183"
mt,circle,60.0,1 minute,47.1052778,-104.71194440000001,7,4,23:00,2013,glendive,dawson county,3.2,"56,167"
wa,fireball,180.0,3 minutes,47.8211111,-122.3138889,7,4,23:00,2013,lynnwood,snohomish county,5.8,"87,096"
fl,fireball,900.0,15 minutes,25.7738889,-80.1938889,7,4,23:00,2013,miami,miami-dade county,7.4,"52,043"
id,other,180.0,3 minutes,43.5408333,-116.5625,7,4,23:00,2013,nampa,canyon county,7.5,"53,381"
wa,fireball,300.0,5 minutes,47.1041667,-122.43333329999999,7,4,23:00,2013,spanaway,pierce county,8.3,"75,022"
mt,fireball,3600.0,1 hour,48.41111110000001,-114.33666670000001,7,4,23:00,2013,whitefish,flathead county,7.7,"54,382"
ia,sphere,30.0,20-30 seconds,43.3033333,-91.7855556,7,4,23:15,2013,decorah,winneshiek county,4.6,"61,807"
wa,flash,300.0,5 minutes,47.6816667,-122.2075,7,4,23:15,2013,kirkland,king county,5.1,"94,822"
ny,oval,20.0,20 seconds,40.6641667,-73.7088889,7,4,23:15,2013,valley stream,nassau county,5.9,"115,301"
fl,sphere,120.0,2 minutes,26.9338889,-80.0944444,7,4,23:18,2013,jupiter,palm beach county,7.1,"61,735"
wa,sphere,600.0,10 minutes,48.7597222,-122.48694440000001,7,4,23:30,2013,bellingham,whatcom county,7.4,"62,262"
id,light,300.0,5 minutes,43.6136111,-116.2025,7,4,23:30,2013,boise,ada county,5.2,"66,827"
wa,light,600.0,10 minutes,47.5675,-122.63138889999999,7,4,23:30,2013,bremerton,kitsap county,7.2,"76,530"
wa,oval,420.0,7 minutes,47.5675,-122.63138889999999,7,4,23:30,2013,bremerton,kitsap county,7.2,"76,530"
wi,cylinder,20.0,20 seconds,42.59166670000001,-88.4333333,7,4,23:30,2013,lake geneva,walworth county,6.8,"64,234"
fl,disk,180.0,3 minutes,26.9758333,-82.0908333,7,4,23:30,2013,port charlotte,charlotte county,8.0,"52,724"
ca,light,60.0,1 minute,40.5866667,-122.39055559999998,7,4,23:47,2013,redding,shasta county,11.8,"53,908"
ny,disk,60.0,1 minute,40.7141667,-74.0063889,7,4,24:00,2013,new york city,new york county,7.5,"84,610"
in,fireball,40.0,40 seconds,41.6819444,-85.9766667,7,5,00:00,2013,elkhart,elkhart county,7.2,"59,251"
fl,fireball,2400.0,40 minutes,26.6402778,-81.8725,7,5,00:00,2013,fort myers,lee county,7.3,"56,343"
in,oval,180.0,3 minutes,40.04555560000001,-86.0086111,7,5,00:00,2013,noblesville,hamilton county,5.0,"101,740"
wa,sphere,300.0,5 minutes,48.1183333,-123.42944440000001,7,5,00:10,2013,port angeles,clallam county,9.6,"57,183"
wa,sphere,300.0,5 minutes,47.5730556,-117.68111110000001,7,5,00:15,2013,medical lake,spokane county,8.2,"59,408"
az,triangle,300.0,~5 minutes,33.6305556,-112.3325,7,5,00:17,2013,surprise,maricopa county,6.6,"65,234"
oh,unknown,1.0,1 second.,41.3144444,-81.8358333,7,5,00:20,2013,strongsville,cuyahoga county,7.0,"50,006"
il,fireball,210.0,3min 30 seconds,41.88,-88.0077778,7,5,01:12,2013,lombard,dupage county,7.4,"93,540"
ma,circle,80.0,~80 seconds,42.84166670000001,-70.86111109999999,7,5,01:32,2013,salisbury,essex county,7.0,"76,373"
nj,light,30.0,~30 seconds,39.9536111,-74.1983333,7,5,02:00,2013,toms river,ocean county,9.3,"68,483"
ks,cross,240.0,4 minutes,39.1141667,-94.6272222,7,5,02:30,2013,kansas city,wyandotte county,7.9,"47,084"
wi,sphere,60.0,1 minute,43.08138889999999,-88.9116667,7,5,20:00,2013,lake mills,jefferson county,6.3,"65,831"
me,sphere,240.0,3-4 minutes,44.2563889,-70.2566667,7,5,20:30,2013,turner,androscoggin county,6.7,"49,935"
al,fireball,60.0,1:00,33.5205556,-86.8025,7,5,20:36,2013,birmingham,jefferson county,6.7,"55,013"
va,fireball,120.0,2 minutes,37.7588889,-77.4802778,7,5,20:40,2013,ashland,hanover county,5.1,"91,028"
il,fireball,1800.0,30 minutes,41.8672222,-90.1594444,7,5,21:10,2013,fulton,whiteside county,8.7,"57,197"
ga,fireball,180.0,3 minutes,30.8325,-83.27861109999998,7,5,21:30,2013,valdosta,lowndes county,8.0,"41,820"
wv,fireball,600.0,10 minutes,40.0638889,-80.72111109999999,7,5,21:45,2013,wheeling,ohio county,5.7,"48,689"
ia,circle,120.0,2 minutes,41.52444439999999,-90.5155556,7,5,21:50,2013,bettendorf,scott county,5.6,"59,865"
wa,light,30.0,30 seconds,47.841111100000006,-120.01527779999999,7,5,22:00,2013,chelan,chelan county,7.3,"57,243"
fl,fireball,60.0,1 minute,28.1875,-82.7397222,7,5,22:00,2013,holiday,pasco county,7.7,"53,788"
ct,light,2400.0,40 minutes,41.3325,-73.20777779999997,7,5,22:00,2013,monroe,fairfield county,7.3,"91,183"
fl,light,60.0,1 minute,27.895,-81.97361109999999,7,5,22:00,2013,mulberry,polk county,8.2,"51,354"
wi,circle,10.0,10 seconds,42.9105556,-87.8605556,7,5,22:00,2013,south milwaukee,milwaukee county,8.4,"49,771"
ct,circle,600.0,10 minutes,41.60611110000001,-73.1186111,7,5,22:00,2013,watertown,litchfield county,7.1,"76,304"
pa,sphere,120.0,2 minutes,40.29,-76.9341667,7,5,22:14,2013,enola,cumberland county,5.7,"71,695"
tx,fireball,600.0,10 minutes,32.2047222,-95.8552778,7,5,22:15,2013,athens,henderson county,7.1,"43,337"
mo,disk,30.0,30 seconds,38.8002778,-90.62638890000001,7,5,22:20,2013,st. peters,st. charles county,5.3,"82,048"
wa,fireball,120.0,1-2 minutes,47.6588889,-117.425,7,5,22:25,2013,spokane,spokane county,8.2,"59,408"
wi,circle,900.0,15 minutes,43.1836111,-89.2136111,7,5,22:25,2013,sun prairie,dane county,4.7,"71,789"
sc,changing,1800.0,30 minutes,33.8158333,-78.6802778,7,5,22:30,2013,north myrtle beach,horry county,8.6,"49,082"
ca,circle,1200.0,20 minutes,34.2694444,-118.78055559999999,7,5,22:30,2013,simi valley,ventura county,7.9,"84,170"
ny,circle,60.0,1 minute,40.7072222,-73.6763889,7,5,22:40,2013,franklin square,nassau county,5.9,"115,301"
mn,sphere,120.0,2 minutes,45.9725,-95.2919444,7,5,22:45,2013,carlos,douglas county,4.4,"60,979"
va,circle,300.0,5 minutes,36.8527778,-75.9783333,7,5,22:55,2013,virginia beach,virginia beach city,5.4,"76,520"
in,circle,300.0,5 minutes,41.6752778,-85.70611109999999,7,5,23:00,2013,middlebury,elkhart county,7.2,"59,251"
me,unknown,300.0,5 minutes,44.6388889,-70.01611109999999,7,5,23:00,2013,new sharon,franklin county,7.7,"49,561"
id,changing,300.0,5 minutes,47.71805560000001,-116.95055559999999,7,5,23:00,2013,post falls,kootenai county,7.3,"56,188"
mi,triangle,300.0,3-5 minutes,42.4775,-83.0277778,7,5,23:00,2013,warren,macomb county,9.5,"62,191"
oh,fireball,180.0,3 minutes,41.05305560000001,-82.7263889,7,5,23:00,2013,willard,huron county,10.2,"55,202"
ca,triangle,3.0,2-3 seconds,35.0525,-118.17305559999998,7,5,23:20,2013,mojave,kern county,11.7,"51,586"
oh,circle,30.0,30 seconds,39.5522222,-84.2333333,7,5,23:25,2013,springboro,warren county,6.4,"87,391"
oh,triangle,180.0,2-3 minutes,41.47555560000001,-81.8394444,7,5,23:30,2013,rocky river,cuyahoga county,7.0,"50,006"
wv,fireball,300.0,4-5 minutes,38.4094444,-82.29472220000002,7,6,01:00,2013,barboursville,cabell county,5.8,"39,790"
ar,unknown,180.0,2-3 minutes,34.9133333,-90.30722220000001,7,6,01:00,2013,horseshoe lake,crittenden county,8.4,"42,606"
sd,fireball,900.0,10-15 minutes,42.9233333,-97.27861109999999,7,6,03:00,2013,mission hill,yankton county,3.3,"56,535"
wa,sphere,600.0,10 minutes,47.1855556,-122.29166670000001,7,6,16:30,2013,puyallup,pierce county,8.3,"75,022"
wa,disk,2700.0,45 minutes,48.0519444,-122.1758333,7,6,18:00,2013,marysville,snohomish county,5.8,"87,096"
pa,fireball,300.0,5 minutes,40.9866667,-75.195,7,6,19:30,2013,stroudsburg,monroe county,9.4,"63,318"
az,oval,600.0,10 minutes,32.2216667,-110.9258333,7,6,19:30,2013,tucson,pima county,6.8,"53,395"
tx,sphere,5.0,5 seconds,30.2669444,-97.7427778,7,6,20:00,2013,austin,travis county,5.0,"76,255"
az,sphere,600.0,10 minutes,33.0580556,-112.04694440000002,7,6,20:35,2013,maricopa,pinal county,8.1,"58,848"
ca,oval,180.0,3 minutes,33.158055600000004,-117.3497222,7,6,20:55,2013,carlsbad,san diego county,7.8,"78,777"
oh,cylinder,300.0,3-5 minutes,39.7155556,-82.9530556,7,6,21:00,2013,ashville,pickaway county,7.3,"58,742"
nj,formation,120.0,2 minutes,39.9388889,-74.19333329999998,7,6,21:00,2013,beachwood,ocean county,9.3,"68,483"
oh,teardrop,300.0,5 minutes,39.9611111,-82.99888890000003,7,6,21:00,2013,columbus,franklin county,6.4,"60,383"
oh,formation,180.0,3 minutes,39.8813889,-83.0930556,7,6,21:00,2013,grove city,franklin county,6.4,"60,383"
il,light,900.0,15 minutes,41.3275,-89.1288889,7,6,21:00,2013,peru,lasalle county,10.3,"54,063"
al,circle,720.0,12 minutes,33.4052778,-86.81138890000004,7,6,21:10,2013,hoover,jefferson county,6.7,"55,013"
oh,light,240.0,3-4 minutes,39.9611111,-82.99888890000003,7,6,21:20,2013,columbus,franklin county,6.4,"60,383"
oh,light,240.0,3-4 minutes,39.9611111,-82.99888890000003,7,6,21:20,2013,columbus,franklin county,6.4,"60,383"
oh,light,600.0,10 minutes,39.9611111,-82.99888890000003,7,6,21:20,2013,columbus,franklin county,6.4,"60,383"
nj,oval,45.0,45 seconds,39.9338889,-74.89138890000002,7,6,21:30,2013,mt. laurel,burlington county,7.7,"84,470"
nj,oval,120.0,few minutes,40.4147222,-74.36583329999998,7,6,21:30,2013,old bridge,middlesex county,7.5,"87,666"
or,light,600.0,10 minutes,45.5236111,-122.675,7,6,21:30,2013,portland,multnomah county,6.8,"70,756"
fl,fireball,120.0,2 minutes,27.770555600000005,-82.67944440000002,7,6,21:30,2013,st. petersburg,pinellas county,6.6,"52,226"
ar,circle,300.0,5 minutes,36.0683333,-90.9558333,7,6,21:30,2013,walnut ridge,lawrence county,8.9,"40,308"
oh,circle,300.0,4-5 minutes,39.9611111,-82.99888890000003,7,6,21:40,2013,columbus,franklin county,6.4,"60,383"
oh,circle,300.0,5 minutes,39.8783333,-82.8838889,7,6,21:40,2013,groveport,franklin county,6.4,"60,383"
ma,circle,1200.0,20 minutes,42.1013889,-72.5902778,7,6,21:40,2013,springfield,hampden county,8.7,"52,682"
ky,circle,300.0,5 minutes,36.9902778,-86.4436111,7,6,21:45,2013,bowling green,warren county,6.9,"53,478"
oh,unknown,45.0,45 seconds,39.9611111,-82.99888890000003,7,6,21:45,2013,columbus,franklin county,6.4,"60,383"
ky,light,70.0,70 seconds,38.2541667,-85.7594444,7,6,21:45,2013,louisville,jefferson county,7.5,"55,860"
oh,light,240.0,4 minutes,39.8427778,-82.8047222,7,6,21:49,2013,canal winchester,franklin county,6.4,"60,383"
oh,changing,240.0,4 minutes,39.9611111,-82.99888890000003,7,6,21:50,2013,columbus,franklin county,6.4,"60,383"
oh,formation,120.0,2 minutes,39.8813889,-83.0930556,7,6,21:50,2013,grove city,franklin county,6.4,"60,383"
oh,unknown,120.0,1-2 minutes,39.8813889,-83.0930556,7,6,21:50,2013,grove city,franklin county,6.4,"60,383"
oh,triangle,300.0,5 minutes,39.9611111,-82.99888890000003,7,6,21:55,2013,columbus,franklin county,6.4,"60,383"
oh,triangle,300.0,1-5 minutes,39.9955556,-82.6744444,7,6,21:55,2013,pataskala,licking county,6.9,"66,145"
wa,oval,180.0,3 minutes,47.5675,-122.63138889999999,7,6,22:00,2013,bremerton,kitsap county,7.2,"76,530"
mn,triangle,300.0,5 minutes-intervals,44.52916670000001,-94.7205556,7,6,22:00,2013,fairfax,renville county,6.5,"59,787"
ct,circle,420.0,5-7 minutes,41.5769444,-73.40888890000002,7,6,22:00,2013,new milford,litchfield county,7.1,"76,304"
ny,fireball,40.0,40 seconds,40.7141667,-74.0063889,7,6,22:00,2013,new york city,new york county,7.5,"84,610"
oh,sphere,120.0,2 minutes,41.0241667,-80.615,7,6,22:00,2013,poland,mahoning county,8.5,"48,010"
ma,flash,300.0,5 minutes,42.1013889,-72.5902778,7,6,22:00,2013,springfield,hampden county,8.7,"52,682"
ma,light,300.0,~5 minutes,42.1013889,-72.5902778,7,6,22:00,2013,springfield,hampden county,8.7,"52,682"
pa,circle,300.0,5 mins,39.8494444,-75.35611109999998,7,6,22:00,2013,west chester,chester county,5.3,"99,224"
ma,light,60.0,1 minute,42.075,-72.03388890000002,7,6,22:01,2013,southbridge,worcester county,7.2,"71,767"
vt,light,240.0,3-4 minutes,43.1875,-72.4894444,7,6,22:05,2013,rockingham,windham county,4.7,"54,441"
pa,light,45.0,45 seconds,40.1633333,-76.39527779999997,7,6,22:10,2013,manheim,lancaster county,6.0,"66,270"
mo,light,900.0,15 minutes,38.98,-92.56388890000001,7,6,22:10,2013,rocheport,boone county,4.5,"55,136"
nh,circle,600.0,5-10 minutes,43.4441667,-71.6477778,7,6,22:15,2013,franklin,merrimack county,4.6,"74,351"
pa,fireball,480.0,8 minutes,40.4405556,-79.9961111,7,6,22:20,2013,pittsburgh,allegheny county,6.5,"59,881"
ny,light,180.0,2-3 minutes,40.7141667,-74.0063889,7,6,22:25,2013,new york city,new york county,7.5,"84,610"
nh,formation,480.0,~8 minutes,43.591111100000006,-71.7372222,7,6,22:30,2013,bristol,grafton county,4.2,"65,163"
ny,circle,300.0,5:00,42.90555560000001,-74.57222220000001,7,6,22:30,2013,canajoharie,montgomery county,9.2,"43,799"
pa,circle,20.0,:20,39.94694439999999,-75.2925,7,6,22:30,2013,drexel hill,delaware county,7.1,"71,961"
va,unknown,30.0,30 seconds,37.0297222,-76.3455556,7,6,22:30,2013,hampton,hampton city,7.5,"54,763"
mt,light,240.0,3-4 minutes,48.1958333,-114.31194440000002,7,6,22:30,2013,kalispell,flathead county,7.7,"54,382"
ma,fireball,20.0,20 seconds,42.7761111,-71.07777779999998,7,6,22:40,2013,haverhill,essex county,7.0,"76,373"
ga,sphere,120.0,2 minutes,33.87555560000001,-84.76222220000002,7,6,22:45,2013,hiram,paulding county,7.2,"73,309"
oh,circle,180.0,3 minutes,41.2736111,-82.8416667,7,6,22:48,2013,bellevue,sandusky county,7.6,"53,978"
oh,unknown,240.0,4 minutes,41.0988889,-81.02305559999998,7,6,22:55,2013,diamond,portage county,7.7,"63,689"
pa,unknown,15.0,15 seconds,40.1527778,-76.6030556,7,6,22:55,2013,elizabethtown,lancaster county,6.0,"66,270"
ut,triangle,45.0,30-45 seconds,39.953055600000006,-111.9,7,6,23:00,2013,goshen,utah county,4.2,"75,296"
ma,light,420.0,5-7 minutes,42.1305556,-71.54166670000002,7,6,23:00,2013,hopedale,worcester county,7.2,"71,767"
mo,light,600.0,10 minutes,37.0841667,-94.5130556,7,6,23:00,2013,joplin,jasper county,5.8,"46,596"
ar,circle,60.0,60 seconds,36.3352778,-92.385,7,6,23:00,2013,mountain home,baxter county,8.0,"39,686"
wa,triangle,25.0,20-25 seconds,48.1183333,-123.42944440000001,7,6,23:00,2013,port angeles,clallam county,9.6,"57,183"
mi,fireball,120.0,two minutes,44.7630556,-85.6205556,7,6,23:00,2013,traverse city,grand traverse county,7.6,"64,591"
oh,fireball,60.0,1 minute,41.9058333,-80.6905556,7,6,23:13,2013,north kingsville,ashtabula county,9.5,"46,950"
az,fireball,20.0,20 seconds,33.3527778,-111.78833329999999,7,6,23:30,2013,gilbert,maricopa county,6.6,"65,234"
md,circle,120.0,2 minutes,39.4141667,-77.4108333,7,6,23:37,2013,frederick,frederick county,5.7,"95,196"
in,formation,60.0,1 minute,39.7683333,-86.1580556,7,6,23:40,2013,indianapolis,marion county,8.5,"48,409"
va,fireball,900.0,15 minutes,38.5336111,-77.8086111,7,7,00:00,2013,remington,fauquier county,4.9,"93,462"
ca,fireball,180.0,3 minutes (??),32.7152778,-117.1563889,7,7,00:44,2013,san diego,san diego county,7.8,"78,777"
fl,light,60.0,1 minute,28.5997222,-81.3394444,7,7,08:30,2013,winter park,orange county,6.8,"58,037"
sc,circle,10.0,10 seconds,33.9997222,-79.19972220000002,7,7,10:00,2013,aynor,horry county,8.6,"49,082"
nh,sphere,300.0,5 minutes,42.9955556,-71.45527779999998,7,7,12:20,2013,manchester,hillsborough county,5.4,"78,714"
ma,disk,120.0,2 minutes,42.5875,-72.6,7,7,15:00,2013,greenfield,franklin county,6.2,"58,992"
mi,circle,120.0,2 minutes,42.3086111,-83.48222220000002,7,7,19:00,2013,canton,wayne county,11.5,"46,440"
al,formation,120.0,2 minutes,34.9288889,-86.9738889,7,7,20:30,2013,elkmont,limestone county,6.3,"64,863"
